Mot_Descr
"I got the clothing item because of the brand, it is high quality, and because I loved the style and didn't own anything like it."
I won a bet against my boyfriend and my reward was him buying this sweater for me.
I got the clothing idea because I thought it was cute. It was also quite cheap and summertime is coming so I wanted a skirt to wear on warm days.
I needed a winter jacket and so I could stay warm.
"I needed some boot cut jeans that I could wear for occasions where I didn't want stained ones. I am also pretty skinny, so finding pants that fit me decently and also go over boots can be difficult. I tried these ones on and they fit very well."
I got it because I like the fit of the pants generally and they're kind of hideous and beautiful at the same time and very similar to my personality of making a fool of myself
"I was going out with my friends and I did not have many cute, going out clothes."
"I wanted a jean jacket that I could layer over dresses and jumpsuits. Its good for springtime and summer when its warm, but can still get chilly."
"I got the socks because I love yellow, fun socks, and I feel they match my bubbly personality."
It was very cute and I decided to try it on. Once I did I felt very confident in it.
i saw it advertised in a netflix show. i liked the netflix show and also the style of the hoodie. so i found a good price on amazon and bought it.
It was free
"I greatly enjoy Keith Haring art, and saw this sweatshirt on sale and wanted to support the artist by purchasing. I like to wear sweatshirts with graphics and not just plain/team names/Oregon stuff because I think it's boring. I like my sweatshirt because I can wear it almost every day (and have already worn it multiple times since receiving)."
Gift
Because it looked cool and I got it without paying money for it.
"I got this clothing item because I knew it would allow me to expand my look and personal brand. I love fashion and use the way I dress as a means of expressing myself and this piece was unlike anything I previously had, so I felt it would be a new challenge for me to become comfortable using said piece."
"I originally went to Spencer's because I had a free shirt I could get based off of a punch card I had. When I got to the store I just looked around and had a few choices I was considering to get, but choice that one. The shirt I left with I liked the design the most and wanted to add darker colors since I have a colorful wardrobe. Majority of my clothes are over sized since I find it comfy."
I got it because I like the style of skirt it was and I thought the print was unique and unlike something I already had. I thought I could style it in a fun way and it would look cool.
I have wanted a dress like that for weeks and it was on sale. I know that I will eventually wear it with friends and to events. I also really like buying things and I have't bought clothes or makeup for a couple months so it was a matter of time before I bought something
"I got the clothing item that I described on the first page because of the basic survival. I had clubs meetings or job interviews, so I needed formal clothes for those events. It was why I got a blazer, a formal coat."
I wanted a new basketball jersey to wear to basketball games and to parties. Devin Booker is one of my favorite players and the jersey is very colorful so it appealed to me.
"I got this clothing item because I like to impulsively buy things I don't ""need"" but I knew I would still wear them. I liked the style and the color so I knew that I would appreciate having them even if I didn't need them"
"I have always liked Marilyn Monroe. I have had posters of her on my wall since I was a kid. So naturally when I saw the socks with her on them, I had to get them."
I saw someone on campus with them on and thought of a lot of outfits i could pair with them.
"I got the item of clothing because I really liked it and only have one or two pieces similar to it - but not in that design. I didn't get it out of necessity, just for the purpose of my liking to it."
I got the shoes to work out in and have a practical and cute shoe to also wear in my daily life. They double as workout shoes and everyday shoes. I had my old workout shoes since 8th grade and I am now a junior in college. They are more comfortable and more my style. I need good shoes to workout in and go to the rec in.
"I shop at Goodwill on a bimonthly basis to support their mission. It is hard for me to find fitting clothes and it fit perfectly so presto bango, I bought it."
I got it as a gift from my mom but I was in need of a new sweater.
I got it because it looked nice and I needed a hoodie that I could wear in colder weather.
I got it for free from my mom from her friend and I liked it. It was as simple as that.
It was similar to styles I enjoy wearing but had colors and images that I do not have in my wardrobe
Because his new tour line just came out and I saw an ad for it on Twitter. I really liked the hoodie I saw so I just decided that I wanted it.
I wanted a black hoodie because most of mine are blue. I shopped around a bit before finally finding one that I liked
"I got it because I thought it was really cute. I saw this other girl wear it and I knew  
I had to have it,"
I wanted them because they were cute. I just got paid when I bought them and it was my birthday.
"It looked really cute and I was with my grandma. My grandma paid for it and it was in a pretty low price. I also have an autumn complexion and this was a good color on me. I did not have another one like it already. It made me happy and brought me joy and it was really comfortable. I feel guilty now because the more I think about how harmful fast fashion is, the less I think I should have bought it."
"It was a cool Oregon jacket and I wanted some more school spirit clothing, it was also before winter"
"I was in the store. I liked the shirt and I decided to buy it. I was just browsing, but I ended up buying something."
A lot of students wear cute oregon gear to sporting events and I wanted something sexier than what I have which is just a normal large sweatshirt.
I thought it looked comfortable and would match similar clothes that I own. I had shown interest in borrowing it which is why my roommate just gave it to me.
"I was never aloud to get crop tops, and I decided to shop for my own, what I wanted and liked."
"I bought the workout top in a different color a while ago and it became my favorite top to workout in since it fit well, looked good and was made well. I wanted to buy more I different colors, and I found this one in black."
"I agree with the company because it advocates for women, and the fact that we can play sports too. So i wanted to show my support for the cause."
"I got the clothing item because it is rainproof. Prior to buying it, I did not have a good rain jacket, and I needed one to deal with the frequent rain in Eugene."
I needed a thin hoodie to match the climate and that specific hoodie made me feel nostalgic and happy. I also thought that others would approve of my choice.
It was trendy and I've seen girls on social media wear those type of sweatpants.
"I just liked the way that it looked, sweaters are in right now, my brother hadn't even taken off the tags, it fits in with my style, and so all these things came together I guess."
"It was a nice jean jacket that would keep me warm going into fall and winter season, it looked nice and would go with other clothes that I have, and I got it for $15 which was very cheap for what it is."
"A portion of the money is going to Food 4 Lane County, and I also simply liked the design."
"Purely practical reasons - I spend a lot of time in cold environments, and my legs kept getting cold."
It was clothing that represented the scholarship that I had received and it looked comfortable.
I saw the pants online and had been looking for a fun way to change up my look for certain events and they looked super comfortable.
I got the fleece jean jacket because I had been looking for one for a while. I love jean jackets and I'm from Southern California and don't have many jackets so I thought it would be nice to have moving to Oregon.
I got this clothing item because my sister has one just like it that I like to borrow. I decided to get one of my own because I thought it would look cute with jeans or over a swimsuit in the summer. It was also on sale so it wasn't that hard of a decision.
"I was going out on a date night in Portland with my boyfriend. I don't buy nice clothing for myself often, so I did not really have an outfit that I felt that I wanted to wear. I went on a shopping trip to get an outfit for the night, as well as other clothing items I needed- bras, underwear, and leggings."
"I received an email offer for a free t-shirt with a purchase of $20, so I wanted to pick something to fulfill the requirement. The item was the one that was most appealing. I only bought it because I received my stimulus check."
It was gifted to me by a friend. She thought it would look cute on me.
"I got it for multiple reasons. The first is that I didn't have very many pairs of good pants to begin with, so I needed a well-fitting pair. Secondly, fashion-wise, a pair of black pants would look good with most of the shirts that I own."
I've had the same denim jacket for many years and I really wanted one that could also match more outfits but stand out so that's why I went with the one with the white stars. I didn't want to keep using the same basic denim jacket.
I thought it was cute and I like pullover hoodies
My mom got the jeans for me because she said that she liked them but they didnt have her size.
I got this windbreaker to wear to football and basketball games for next season
I needed jeans without rips
I got the shirt because I like basketball and this shirt supported that. It had a brand name that is well known in basketball and I got it.
I entered the giveaway because I thought the sweatshirt was really cool and wanted to have it.
I got them because I needed another pair of pants that were comfortable.
I wanted a summer dress to throw over a bathing suit and during traveling
"I saw it and I immediately fell in love with it. I love buying clothes from thrift stores because they are unique. The fact that this shirt was from Australia and was tie dye, my favorite pattern for a tshirt, motivated me to buy it."
I got this dress because it was on sale and I didn't have a dress like it
I got this item because my old sweater was worn out and needed to be thrown out. It was a zip up sweater and I wanted a hoodie since I haven't had once for a while.
It was a gift. I would not have picked it out for myself
I liked the look of it and wanted to have it for the coming summer season
I sneakily stole it from my dad because it is comfortable and I think it fits my fashion sense.
I got these shoes because I had been wanting a pair of white leather sneakers. I originally wanted the white Nike Air Fore Ones but I felt that almost everyone I knew had those. The white reebok sneakers I got were similar but still unique.
I noticed this clothing item was a trend and I also really liked the style so I decided to buy it both because it was trendy and because I found that it went with my style and I liked it. I also noticed the site was having a large sale so I thought it would be cost-effective.
The black jeans I have are stretched out and don't fit me well anymore so I wanted to get a new one.
"I saw a dude at the gym wearing them and I really liked the low profile, stylish look that they had. I asked him what they were and he said Adidas Ultraboosts. I waited for a while until they went on sale and then decided they were worth the money. I've seen them a couple of times before and they look great and expensive so I bought them to fit in better at the school"
I had extra money to spend and I wanted to buy something I wanted. I like having a variety to choose from in my closet.
It was my brother's old hoodie that I always liked and so I asked him if I could have it.
I need that winter jacket and it was on sale so I got it back.
I got the clothing item because I love shopping for jackets and I got this jacket in particular because of the color of it. It was not so much to make a fashion statement.
I got this because I really like sun and moon designs. I wanted a cute t-shirt that could go over turtle necks (that is the style right now) or just to lounge in.
I liked the look of the pants and thought I needed a new pair of pants
"I have bought things from this online store before and enjoyed them very much/ got a lot of use out of them. Also, I really liked how the item looked on the person modeling it."
I wanted more comfortable shirts that I could not only wear to bed and around the house but could also wear outside. It looked very comfortable and durable and was within my budget as well as in a color I liked. The fit is similar to items I already own and I thought it was something I could get a lot of use from and could wear with many things.
Because I needed new winter clothing.
I thought it looked nice with the clothes I wear.
"I initially didn't think I was going to buy anything, but then I saw two cute sweatshirts, and I've been looking for oversized sweatshirts, and one just happened to be of where I go to school."
I got the clothing item because I thought that it would fit my personal style and I have been looking for more pieces to wear for the summer.
"I got the jacket because I've seen so many amazing denim jackets people have made with patches and pins on them and they always impress me so much. I wanted one of my own so I could have something of my own like that. Also, jackets like that always strike me as incredibly gay and as a bi-ish nonbinary person looking vaguely gay at any point in time is high on my list of fashion priorities."
I just really liked it. I love Star Wars and the jacket looked cool in the movie so I bought it
My boyfriend showed me his friend's brand and I really liked his work and wanted to support his small business.
i got the dress to wear during the summer in the hot weather.
I was planning on going to Punta Cana for Spring Break and didn't have any beach clothes that I felt I looked good in.
It was getting colder and I wanted a new long sleeve shirt. I loved the purple color as thought it would look good on my skin tone and thought the fit was nice.
My current socks were getting worn and I wanted more comfortable ones.
"I thought the graphics looked nice. Though I don't listen to this particular band very much, I still wanted to support them because they're up and coming and my brother is close friends with the singer."
I think right now because I'm stuck in quarantine I have a lot of extra money since I cannot go out and spend everything. So I spend the time not doing my studies online shopping for clothes I think look cute for everyday purposes or like comfy sweats for lounging around in.
I got that dress because it was for my sister's gender reveal that me and my other sister were planning. We had a theme and that dress was perfect for the theme.
i liked it alot
I got the shirt from the concert to remember the concert.
"I got the item because I liked it, and I needed to replace my old clothes and give them to charity."
I really like the team and the name on it is my favorite player. Also the color is really nice and the material is also pretty nice. I think it looks really cool and it kind of trendy.
i wanted more dresses for summertime
Summer time is coming.
"I got it as a gift, my mother calls me ""Chula"". That's why she bought it."
I like clothes that don't have a 'statement' and are pretty bland but have some aesthetic to it
"I got new white shoes because I wanted shoes that looked like converse but weren't converse. my friend suggested ""shoes like pottery"" and I went on the site. I got white hightops, no one else has them which is something I like."
I got them because air forces are fresh
It is the liquid.
I got the binder in an effort to reduce my gender dysphoria I have been recently experiencing. As the weather gets warmer I can no longer wear many layers to hide the shape of my chest. I was feely extremely distressed and anxious and it is the worst feeling to have when you are trapped in your own body.
Because I wanted it and I have no self conrtol
"I got the item because I liked the design, and the material was soft."
I like to collect vintage T shirts and that one was very pleasing to me.
"It was Christmas. I had no idea what my presents were going to be, but I ended up getting this clothing item from my grandmother. It made me really happy because I didn't know it existed until then!"
I got the clothing item that I did because I had wanted it for a while and it was on double sale so I decided that if I was going to get it that would be the time to get it
"I was looking for a new summer dress because I recently donated a bunch of old clothes and I wear more dresses and skirts when the weather gets warm. I also picked this dress because I have recently started wearing more yellow. I had a close friend for a long time that would always tell me that I looked bad, especially in yellow, and I am not friends with this person anymore so it feels good to wear yellow clothes as other people always compliment me about how I look good in yellow. All my clothes I pick because I feel they express a part of who I am."
"They were cheap and affordable, as well as fashionable! Although I was not in dire need of more leggings, I was excited t recycle clothing at a great cost!"
"My boyfriend gave it to me because I constantly make jokes about how much I love Ric Flair. I don't actually really love Ric Flair, but I think the shirt is hilarious and I wear it constantly because of that."
It was a birthday present that I got to shop for. I needed more jeans so I decided to get a new pair.
I thought the dress was really cute & in style & I could wear it this summer. It was also on sale.
"I just felt like I needed more pants, some of the pants I already had didn't fit me very well"
I got it because I normally get a new swimsuit every year before summer and it was also on sale
It was cute and cheap so I bought it
I got it to be comfortable and it was cute. I needed a long sleeve.
"I was looking for something breezy for summer, and also I felt bored because I hadn't bought anything new in a while. I know that it is wasteful to just buy clothes because you are feeling bored of your old ones, but I try and usually combat this by donating or selling my old clothes if they are not damaged and buying from primarily recycled fashion stores. Still, it is financially wasteful and makes me feel bad for not saving money."
I got this clothing item because it was on sale and I had just enough money to buy it and I had been wanting to buy something like it for a long time.
I saw that the site that I got these shoes from had a sale on shoes and I had wanted this style for a while to go with my other clothing.
I got this item of clothing because it makes me comfortable without the pressure of my looks. I can wear an oversized t-shirt without being pressured to be more skinny/fat.
"I don't have very many ""up to date"" tank tops, and I noticed the trends shifted since last spring. I have been liking the color lavender lately, and I thought this shirt was trendy, but will also last me a while."
I got the pair of mens jeans because I wanted to cut them into jean shorts for this upcoming summer. I saw on Tik Tok that Walmart mens jeans make good mom jeans that are cheap so I thought I would try to make thin into shorts.
I got these shoes because my old running shoes were worn out and I wanted to begin running again after a long break. I needed a new pair of running shoes so I went with the new version of the old pair I had since they worked well for me before.
The money was going back to the community to help less fortunate people in this time of crisis. A lot of my friends also got this sweatshirt.
i needed more underwear because some of the  underwear I had were ripped
I got it as a  gift so I can't  really  explain it.
I had won a patch at a festival and wanted to put it on the hooded sweatshirt....so i did.
I got the shirt I described because I was going on a cruise so I had to purchase some clothing that matches the weather I was going to rather then rainy cold Oregon weather.
It was cold and I did not bring a warm enough jacket for the night.  I did not intend to but it.  I did get lucky though because it is warm and cozy and I like the way the logo looks.
"I really enjoy this style of clothing, and it seemed super comfortable to wear. It was unique from other pants I've seen before and I felt that I would frequently wear it. I contemplated buying it for several months until I ended up purchasing it mostly with a gift card."
I needed a new pair of jeans because I gained weight and could no longer fit into any of my jeans.
I wanted a pair of mom jeans for a while and I got a black pair before this but I wanted a blue pair too.
i saw a girl who was modeling it in a video and it looked super cute.
I got it because I wanted to get another shirt as I was lacking a few shorts.
My friend surprised me with a hoodie for my birthday. It was from a company we both like.
i wanted it and it was cute
My mom got the shirt for me because she liked the color and thought it would be a good summer shirt.
My friend told me to get it.
"I am a fan of many Steven Spielberg films, such as Jaws, and when I saw the shirt and ho it was fairly inexpensive, I decided to purchase it."
I got it because summer weather is coming and shorts are the most comfy to wear in summer. They were really cute and I figured that I would wear them.
"I was growing out of my other shirts, so I need new ones. That one looked fine to me and wasn't too expensive."
I am a huge proponent for sustainable fashion and since my roommate was giving things away I decide to take it and it was free.
I got the clothing item because during that time I had recently gotten into skateboarding. I wanted to get a new pair of vans for when I went skateboarding.
I needed clothing for warm wearther.
I liked it and thought it was cute
Because I thought the shirt was cute
"It was a gift, my Mom knew that I liked those movies and thought I could use a cool collared shirt."
I won a giveaway and I won a shirt.
free
It was on sale and I lost a previous clothing item
It is an apron that I can wear while cooking.
My mother asked if I wanted it and I said yes because it's funny.
wants more cloth
I saw that it was on discount and it was cute.
"Because I am a big fan of Mac Miller and I liked the sweatshirt, and the proceeds went to his charity."
"I had grown out of most of my pairs of gym shorts, and I use them frequently for working out and just day to day wear, so it made sense to buy a new pair that wasn't years old or too small."
I got this clothing item because it was on sale and also it is a solid color that matches most things.
"I got the leggings because they are good for the current quarantine circumstance. I also wear this style of leggings when I am going to work out, so buying them seemed practical. I also have bought things from this company in the past and they were all comfortable and fit well, so these leggings lived up to that."
It was a gift. Ostriches are funny looking.
it makes me feel good and look good
I bought it so that I could wear it to the gym to workout. I also had a gift card to the duck store so I used it to buy the shirt!
wanted a cute new top to wear when I go out with friends. Bored of wearing the same few tops all the time prior to this purchase
I thought it looked cool. I needed some running shoes. They were on the sale.
I was borrowing it from my brothers girlfriend because I was cold and she asked if I wanted it because it was too big on her. I said yes because I liked it.
I wanted more simple clothes
I wanted it
I got this item because my mother bought it and loved the color and feel of the material.
My mother was going through her closet and and found a pair of pants she thought I would like.
It didn't fit my friend.
"I thought that the shirt was cute, and since I didn't have anything like it in my closet, I decided to buy it."
I personally liked the item and wanted to treat myself to a new pair of shoes.
Because I wanted it. That is literally it.
because i wanted to show support for the basketball team and i enjoy going to the games and didnt have anything else to wear and show support since my hoodie had holes in it and got stained
"I mean I did not get it, my mother did. I really did not ask for it, but what was I going to say no, return it. So I kept it and I have worn it quite a lot actually, but I certainly did not need it."
"I needed a new pair of basic everyday shorts and I read online that these are comfortable, high quality, and reliable. They were a little spendy but I feel it is worth it to spend a little more for higher quality goods."
I got the crop top because urban outfitters was having a sale and I really wanted that crop top but couldn't afford it's original price and now that it was on sale I bought it.
my tits were spilling out of my old bikini top so that's why I needed a new one!!!
"I got this top because I don't have many tops to go out in. It is a little nicer than the typical tops I have, which are more casual. It is also looked good on the model in the photo online and seemed more unique that other going out tops."
I got this clothing item because supreme is a pretty popular brand and I definitely like North Face as well. I liked the design on the shirt because it was kinda simple but not too basic. I trust the quality is good and that other people will like it as well.
i liked it
I thought it was cool pretty cheap and I wanted it.
I wanted to have some comfy clothes during quarrentine that weren't pajamas.
i like the company so my dad got it for me as a gift
"I got it because it was a gift from my girlfriend. She thought it fit my ""vibe"" and I also liked it."
I need this cloth for winter
They were comfortable and looked cool
"I wanted a loose jacket for the cold since I live in a very breezy area, and I went to Goodwill first because I did not want to overpay for a windbreaker; this jacket was a great come-up."
The t shirt that was given to me was uniquely my style. It was also an item on clothing that i have wanted for a while. This item of clothing also fit me very well unlike most shirts in this style.
I got it because it was a gift for my birthday and they thought I needed better clothes.
I needed a shirt for work and the tshirt I had been wearing was unattractive.
Well it was free since I found it on the sidewalk and I thought it was cute so I picked it up and brought it home with me.
I got this hat because I honestly just really liked the design and had long hair that was hard to control.
"It was simple, clean, and appealing."
I saw it listed when searching for a different kind of top and liked the color and fabric. I wanted a green top to go with a pair of green pants I also purchased recently. It was definitely unnecessary but I've been on a bit of a shopping spree since downloading the Depop app a few weeks ago (yikes!).  The top was a bit more 'mainstream' than I'd usually buy but I thought the color was unusual and fun. It was also reasonably priced.
"comfy, affordable, causal"
i needed more clothes that i could wear to go out. i can also use it for warmer seasons
I got the clothing item along with other shirts because I was shirt designing and I wanted to get unique colors for my designs that were going to be on the shirt. Plus when I went to Micheal's they were having a sale on the shirts so I picked out the orange one because it was fun and bright.
It was really cute. It was also at a very reasonable price. I felt this clothing item sufficiently represented my uniqueness and my style!
"I wanted to buy this pair of jeans, because I had nothing like it in my closet, and I thought they would enhance my fashion style in a positive way."
I purchased the item because I was in need of a long sleeve shirt and the item bought was also on sale.
I needed socks in order to avoid getting blisters on my feet.
I wanted a pair of rain boots because I didn't have suitable shoes for the rain and it had been raining a lot in Eugene. I also wanted a cute pair of ankle boots so I thought I could get one pair that could work for both desires.
I thought the top was cute and wanted to try a different style of clothing from what I typically wear.
I love green and I also really like button-downs! I mostly wear clothing like that to work and class. It was also on sale :)
"I didn't have a pair of slacks but I also didn't like the he standard, tight-fitting ones that seem to be popular because I don't think it looks flattering on me. Besides, these are really comfortable and versatile (looks fine with blouse or tee-shirt)."
"This shirt is so cute and gives me 80s/90s vibes because of the style of the cartoon and the shade of green the shirt itself is and I have fallen in deep love with the fashion aesthetic of the 80s and 90s. Green is also one of my favorite colors and cats are one of my favorite things in the world and they were each complimented by each other in this shirt, and because it was only $5 and second-hand I was very much up for purchasing it."
Needed it for a friends sorority formal. I don't have formal wear and am too tall to borrow from friends.
"I got the jacket because I didn't have one and being from Southern California, I don't really have any heavy duty rain jacket because the weather doesn't really call for one. I was often told that winters in Oregon were cold, rained a lot, and sometime snowed so I needed to prepare for that since my closet didn't really account for those weather conditions."
I asked my mom for the shoes and she bought them for me. The shoes were not purchased out of need.
Because I am excited for spring and I have recently been adding new clothes to my warm weather wardrobe.
I got this clothing item because I wanted to look more fashionable.
I have black jeans but they are all skinny jeans so I wanted a looser pair that I could wear on casual days. I have been looking for a pair of jeans that fit that description forever at thrift store and other places in the mall because I have to try them on first so no online shopping. I found a pair in pacsun that fit good enough so I bought them.
"It was a gift from my sister to celebrate getting accepted to the U of O. She gave me a U of O shirt.
I feel like it's hard to answer this survey using a gift as an example. To get at some of the ideas you're asking about. I don't generally buy Nike brand and I don't generally buy clothing with writing on it because I'm not a billboard and I don't want to use my body to promote brands or ideas. I will wear logos for organizations I volunteer with. I don't buy a lot of clothes because I don't want to spend money on clothes and because it's terrible for the environment although I'm not very responsible when I do purchase clothes I will often choose cheap over responsibly source. I try to make up for it buy wearing them until they are literally falling apart. All that said, if my sister hadn't given me a U of O shirt I probably would have bought one myself because supporting the local sports team is a quick way a signalling that you're part of the in-group. I move often and I always support the local team because it's a short cut to social inclusion."
I started to work out a lot recently and I had 2 pairs of leggings that I had to keep washing. I got a new pair to limit the amount of laundry I kept doing.
"I had been online window shopping for several hours and landed upon this dress which was within my price range, I thought it was cute, and it would help elevate my wardrobe. I bought it because I had been looking at clothes for so long and felt the need to at least buy one item by the end."
I like them they are comfortable
"I needed new leggings for working out. Also, I saw someone at the gym wearing the same pair and she gave me a great recommendation."
I have a very gothic style that is unconventional. I like wearing clothes that throw people off and make them question me a bit. I am a firm believer in don't judge a book by its cover. I often become friends with non-judgmental and open-minded individuals as a result of how I dress.
"I got the clothing item because it had caught my eye. When analyzing the piece of clothing, it matched my taste in clothing which is a clothing item that has versatile use of it."
"Because I wanted a hoodie to wear to the football games to show support for my school, but also stay warm at events."
"My friend offered it to me. We had a very memorable night when she wore it once, and I remembered that jacket as associated with that night aways."
"The shorts looked cute and comfy. I like to feel cute when I'm comfy, even if I'm alone in my house."
"I needed new shoes as I wear the same pair until they are beat. They were a bit of a splurge, but my mom wanted to gift me something nice for my birthday and it is what I had my eye on for about a year."
"I usually have very specific or exact models for the items I want. I always look for clothing items that are stylish, suits my style; uses good materials that can last for a long time; they seem like basic items but the details make it looks better on me; worth the price."
"I got the clothing item because it had a really cool design on the back of it. Also, I wanted another black hoodie and saw a similar design to the one I bought online."
I got this clothing item to keep me warm in Eugene. It is comfortable and well insulated for the weather (I come from Southern California where it is pretty warm for the majority of the time).
because it is something i thought was cute and i would like
This was a birthday present from my girlfriend.
I got this clothing item because I do not usually wear jeans. I also did not own blue jeans and I thought it would add to my wardrobe.
"I liked this item because it looked cool, and would be a good shirt to wear in the summer. I purchased it because it was fairly cheap."
I got it because I wanted more university of Oregon clothes and I wear a lot of sweatshirts. My girlfriend also liked it.
"My friend was giving away the clothes she did not wear as much, and I really liked the dress she was giving away, so she said I could have it."
I got this shirt because the last white shirt I had was stained. And white goes with everything so I knew I would wear it a lot.
"I liked the item, my friend was going to return it to the store because she didn't like it, and my friend got it on sale for a price that I would be willing to pay."
"I bought the sweatshirt because it was an exclusive-only for Disney and the Aulani Resort. It was like a souvenir for me that I would use many times by wearing it many times after I returned to Oregon from Hawaii. Lastly, the tie-dye design and the many colors matched my fashion preference."
Because I needed it for outside activities!
"I ripped my favorite pair of jeans, so I replaced them with the pair I described early."
got it for free
I got this clothing item because I wear something similar to it a lot and it it starting to wear out.
I was drunk and bought it on impulse because I was bored.
"I didn't have any pants, and was hanging out with my sister the mall and i found the pair of pants for 8 dollars and they seemed stylish and fit well enough."
I just liked the way it looked and it was on sale so I thought it might be cute to save as a summer shirt.
"I just really liked the design on the shirt first of all. And the fact that I know it would fit me in the style I preferred made me more likely to buy it. Starting to think of it, I guess I also just knew it would fit my aesthetic more. A lot of people tell me I have a ""skater"" aesthetic and they do have a point I guess. I cuff my pants sometimes and wear vans and I like loose fitting shirts. So I guess this shirt was just my style."
I can get a lot of use out of them and it will help with different weather conditions.
I got this shirt because I needed more clothes. I have been outgrowing my clothes.
I needed another pair of jeans. I only had two other pairs that fit me.
I wanted something nice for my birthday and my friend showed me the brand a few weeks back.
"I got this clothing item because I like neutral colors so anything black, white, grey, or similar to those colors. I had a bodysuit/tank similar to this one and I wanted more of a variety."
I needed a new winter jacket.
I got this item because I was browsing and I thought it was cute. I know I will wear it this summer.
"It was a good quality fabric for a good price, with a versatile print, and I knew would be really cute with some basic modifications."
I needed some new underpants and it was the style I feel comfortable wearing.
For a more personal wedding. The wedding of my mother and her new husband next to a creek behind their house.
It was a gift and I kept it because I like to wear sweat pants and I like the color.
"I love shoes and wanted a new pair, this pair was a good price and I have wanted a pair for awhile"
The bins is a place where one does not specifically look for a particular item. I simply found the pear of sweats and thought it would look nice to wear. And it was very cheap.
I thought it would be cute to wear everyday. Also it would keep me warm but not too warm.
I wanted a black hoodie
"I got it because it was on sale, and I thought it was cute."
"I got this clothing item because it was a very good price and I feel good supporting small second hand businesses. This clothing item also fit me perfectly so I thought it made sense to purchase it. Additionally, this particular item will not go out of fashion and can be worn almost year round."
I needed a new shirt
"I got it because I do not have sweats like this. The majority of my clothes are in Eugene, and I am not there."
"I had been looking at it for the past 6 months, and they released new colors that were different than other items I had in my closet. I also cleaned out my closet recently so I decided it was ok to get a new item."
I had not purchased new clothing in a while and I saw that this shirt was on sale.
"Because I like shoes. and I liked those shoes. and I had the money, so why not?"
I got these to replace my old skate shoes that had holes in them.
It is now spring time and I wanted to get a new swim suit for the year. The weather is starting to get nice and I am also hopefully going to still go on a trip once the quarantine ends.
I liked the way it fit. I thought I would look good in it.
because I had the same exact pair that I loved but i ripped them on the side of my leg moving stuff
